occupation	participant	sentence	pronoun_type	word	pronoun	uid	confuse_pronoun	human_sentence
cảnh sát viên	người biểu tình	Người cảnh sát viên no vì một bữa thịnh soạn đã làm bà no bụng. Người người biểu tình không vui vì em đã đi giày không thoải mái. Em chưa ăn gì trong nhiều giờ. Ngày hôm nay đang diễn ra không tốt cho em. Em đang trải qua một ngày tồi tệ. Cơn đói bắt đầu hành em. Cảnh sát viên nói rằng $PRONOUN nhất thiết phải bắt giữ tất cả những người phá hoại tài sản.	$PRONOUN	cảnh sát viên	bà	eo19_ep3_ip4_ip10_ip0_ip14	em	Người cảnh sát viên no vì một bữa thịnh soạn đã làm bà no bụng. Người người biểu tình không vui vì em đã đi giày không thoải mái. Em chưa ăn gì trong nhiều giờ. Ngày hôm nay đang diễn ra không tốt cho em. Em đang trải qua một ngày tồi tệ. Cơn đói bắt đầu hành em. Cảnh sát viên nói rằng ___ nhất thiết phải bắt giữ tất cả những người phá hoại tài sản.
chuyên viên vệ sinh răng miệng	bệnh nhân	Người chuyên viên vệ sinh răng miệng cảm thấy sảng khoái; giấc ngủ của anh rất sâu. Người bệnh nhân đói vì bữa ăn cuối của chú đã cách đây nhiều giờ. Giày của chú quá chật. Ngày của chú đã bắt đầu rất sớm. Ngày của chú đang diễn ra không tốt. Giấc ngủ của chú không yên. Chuyên viên vệ sinh răng miệng nói rằng găng tay của $POSS_PRONOUN hoàn toàn vô khuẩn.	$POSS_PRONOUN	chuyên viên vệ sinh răng miệng	anh	eo6_ep4_ip3_ip2_ip0_ip1	chú	Người chuyên viên vệ sinh răng miệng cảm thấy sảng khoái; giấc ngủ của anh rất sâu. Người bệnh nhân đói vì bữa ăn cuối của chú đã cách đây nhiều giờ. Giày của chú quá chật. Ngày của chú đã bắt đầu rất sớm. Ngày của chú đang diễn ra không tốt. Giấc ngủ của chú không yên. Chuyên viên vệ sinh răng miệng nói rằng găng tay của ___ hoàn toàn vô khuẩn.
nhà quy hoạch	cư dân	Người nhà quy hoạch nghĩ rằng anh đang có một ngày tốt lành. Người cư dân nén một cái ngáp; em cảm thấy mệt mỏi. Em đã dậy rất sớm. Em chưa ăn gì trong nhiều giờ. Em đã đi giày không thoải mái. Ngày hôm nay đang diễn ra không tốt cho em. Nhà quy hoạch có các cuộc họp định kỳ để $PRONOUN nhận phản hồi về tuyến xe buýt mới qua khu phố.	$PRONOUN	nhà quy hoạch	anh	eo5_ep1_ip2_ip4_ip3_ip10	em	Người nhà quy hoạch nghĩ rằng anh đang có một ngày tốt lành. Người cư dân nén một cái ngáp; em cảm thấy mệt mỏi. Em đã dậy rất sớm. Em chưa ăn gì trong nhiều giờ. Em đã đi giày không thoải mái. Ngày hôm nay đang diễn ra không tốt cho em. Nhà quy hoạch có các cuộc họp định kỳ để ___ nhận phản hồi về tuyến xe buýt mới qua khu phố.
cảnh sát viên	người biểu tình	Người cảnh sát viên cảm thấy sảng khoái; giấc ngủ của cô rất sâu. Người người biểu tình không vui vì giày của em quá chật. Giấc ngủ của em không yên. Ngày của em đã bắt đầu rất sớm. Bữa ăn cuối của em đã cách đây nhiều giờ. Ngày của em đang diễn ra không tốt. Cảnh sát viên nói rằng đó là nhiệm vụ của $POSS_PRONOUN để duy trì trật tự.	$POSS_PRONOUN	cảnh sát viên	cô	eo6_ep3_ip1_ip2_ip4_ip0	em	Người cảnh sát viên cảm thấy sảng khoái; giấc ngủ của cô rất sâu. Người người biểu tình không vui vì giày của em quá chật. Giấc ngủ của em không yên. Ngày của em đã bắt đầu rất sớm. Bữa ăn cuối của em đã cách đây nhiều giờ. Ngày của em đang diễn ra không tốt. Cảnh sát viên nói rằng đó là nhiệm vụ của ___ để duy trì trật tự.
kỹ sư	khách hàng	Người kỹ sư cảm thấy tràn đầy năng lượng; nó đã ngủ sâu giấc. Người khách hàng cần cà phê vì còn rất sớm đối với chanh. Đôi giày mới không vừa với chanh. Chanh đã đi giày không thoải mái. Chanh đang trải qua một ngày tồi tệ. Chanh đã dậy rất sớm. Kỹ sư đã có cuộc họp để $PRONOUN trình bày bản kế hoạch cập nhật cho cây cầu mới.	$PRONOUN	kỹ sư	nó	eo6_ep12_ip13_ip3_ip0_ip2	chanh	Người kỹ sư cảm thấy tràn đầy năng lượng; nó đã ngủ sâu giấc. Người khách hàng cần cà phê vì còn rất sớm đối với chanh. Đôi giày mới không vừa với chanh. Chanh đã đi giày không thoải mái. Chanh đang trải qua một ngày tồi tệ. Chanh đã dậy rất sớm. Kỹ sư đã có cuộc họp để ___ trình bày bản kế hoạch cập nhật cho cây cầu mới.
thư ký	khách thăm	Người thư ký nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho anh. Người khách thăm không vui vì chú đã đi giày không thoải mái. Chú cảm thấy mệt mỏi. Chú đã dậy rất sớm. Chú chưa ăn gì trong nhiều giờ. Chú đang trải qua một ngày tồi tệ. Thư ký cần thông tin để $PRONOUN cập nhật sổ khách.	$PRONOUN	thư ký	anh	eo15_ep3_ip1_ip2_ip4_ip0	chú	Người thư ký nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho anh. Người khách thăm không vui vì chú đã đi giày không thoải mái. Chú cảm thấy mệt mỏi. Chú đã dậy rất sớm. Chú chưa ăn gì trong nhiều giờ. Chú đang trải qua một ngày tồi tệ. Thư ký cần thông tin để ___ cập nhật sổ khách.
đầu bếp	thực khách	Người đầu bếp vui vì đôi giày mới vừa vặn với ông. Người thực khách đói vì nó chưa ăn gì trong nhiều giờ. Nó đã đi giày không thoải mái. Nó đã dậy rất sớm. Đêm qua quá ngắn đối với nó. Ngày hôm nay đang diễn ra không tốt cho nó. Đầu bếp tự hỏi liệu $PRONOUN có nên làm món tráng miệng khác không.	$PRONOUN	đầu bếp	ông	eo18_ep4_ip3_ip2_ip11_ip10	nó	Người đầu bếp vui vì đôi giày mới vừa vặn với ông. Người thực khách đói vì nó chưa ăn gì trong nhiều giờ. Nó đã đi giày không thoải mái. Nó đã dậy rất sớm. Đêm qua quá ngắn đối với nó. Ngày hôm nay đang diễn ra không tốt cho nó. Đầu bếp tự hỏi liệu ___ có nên làm món tráng miệng khác không.
nhà tâm lý học	bệnh nhân	Người nhà tâm lý học vừa uống cà phê vì ngày của hắn bắt đầu muộn. Người bệnh nhân đói vì bữa ăn cuối của cô đã cách đây nhiều giờ. Ngày của cô đang diễn ra không tốt. Ngày của cô đã bắt đầu rất sớm. Giày của cô quá chật. Giấc ngủ của cô không yên. Nhà tâm lý học nói về ấn tượng ban đầu của $POSS_PRONOUN.	$POSS_PRONOUN	nhà tâm lý học	hắn	eo7_ep4_ip0_ip2_ip3_ip1	cô	Người nhà tâm lý học vừa uống cà phê vì ngày của hắn bắt đầu muộn. Người bệnh nhân đói vì bữa ăn cuối của cô đã cách đây nhiều giờ. Ngày của cô đang diễn ra không tốt. Ngày của cô đã bắt đầu rất sớm. Giày của cô quá chật. Giấc ngủ của cô không yên. Nhà tâm lý học nói về ấn tượng ban đầu của ___.
nhân viên văn phòng	khách hàng	Người nhân viên văn phòng nghĩ rằng ngày của hắn đang diễn ra không tốt. Người khách hàng vừa ăn một bữa thịnh soạn nên dạ dày của cô đã no. Giấc ngủ của cô rất sâu. Ngày của cô đang diễn ra tốt đẹp. Ngày của cô bắt đầu muộn. Giày của cô rất thoải mái. Nhân viên văn phòng yêu cầu trả lại bút của $POSS_PRONOUN.	$POSS_PRONOUN	nhân viên văn phòng	hắn	eo0_ep9_ip6_ip5_ip7_ip8	cô	Người nhân viên văn phòng nghĩ rằng ngày của hắn đang diễn ra không tốt. Người khách hàng vừa ăn một bữa thịnh soạn nên dạ dày của cô đã no. Giấc ngủ của cô rất sâu. Ngày của cô đang diễn ra tốt đẹp. Ngày của cô bắt đầu muộn. Giày của cô rất thoải mái. Nhân viên văn phòng yêu cầu trả lại bút của ___.
nhân viên cấp cứu	hành khách	Người nhân viên cấp cứu no vì một bữa thịnh soạn đã làm anh no bụng. Người hành khách không vui vì bà đã đi giày không thoải mái. Cơn đói bắt đầu hành bà. Bà chưa ăn gì trong nhiều giờ. Bà cảm thấy mệt mỏi. Đêm qua quá ngắn đối với bà. Nhân viên cấp cứu thực hiện hô hấp nhân tạo để $PRONOUN tuân thủ quy trình.	$PRONOUN	nhân viên cấp cứu	anh	eo19_ep3_ip14_ip4_ip1_ip11	bà	Người nhân viên cấp cứu no vì một bữa thịnh soạn đã làm anh no bụng. Người hành khách không vui vì bà đã đi giày không thoải mái. Cơn đói bắt đầu hành bà. Bà chưa ăn gì trong nhiều giờ. Bà cảm thấy mệt mỏi. Đêm qua quá ngắn đối với bà. Nhân viên cấp cứu thực hiện hô hấp nhân tạo để ___ tuân thủ quy trình.
người lao công	trẻ em	Người người lao công vừa uống cà phê vì chú đã ngủ nướng. Người trẻ em không vui vì bà đã đi giày không thoải mái. Bà chưa ăn gì trong nhiều giờ. Đêm qua quá ngắn đối với bà. Còn rất sớm đối với bà. Cơn đói bắt đầu hành bà. Người lao công đặt biển báo sàn ướt để $PRONOUN có thể tiếp tục lau sàn.	$PRONOUN	người lao công	chú	eo7_ep3_ip4_ip11_ip12_ip14	bà	Người người lao công vừa uống cà phê vì chú đã ngủ nướng. Người trẻ em không vui vì bà đã đi giày không thoải mái. Bà chưa ăn gì trong nhiều giờ. Đêm qua quá ngắn đối với bà. Còn rất sớm đối với bà. Cơn đói bắt đầu hành bà. Người lao công đặt biển báo sàn ướt để ___ có thể tiếp tục lau sàn.
thẩm định viên	người mua	Người thẩm định viên cần cà phê vì ngày của em đã bắt đầu rất sớm. Người người mua vừa ăn một bữa thịnh soạn nên dạ dày của bà đã no. Giày của bà rất thoải mái. Ngày của bà đang diễn ra tốt đẹp. Ngày của bà bắt đầu muộn. Giấc ngủ của bà rất sâu. Thẩm định viên đưa ra ước tính của $POSS_PRONOUN về giá trị bức tranh.	$POSS_PRONOUN	thẩm định viên	em	eo2_ep9_ip8_ip5_ip7_ip6	bà	Người thẩm định viên cần cà phê vì ngày của em đã bắt đầu rất sớm. Người người mua vừa ăn một bữa thịnh soạn nên dạ dày của bà đã no. Giày của bà rất thoải mái. Ngày của bà đang diễn ra tốt đẹp. Ngày của bà bắt đầu muộn. Giấc ngủ của bà rất sâu. Thẩm định viên đưa ra ước tính của ___ về giá trị bức tranh.
điều phối viên	người qua đường	Người điều phối viên nghĩ rằng chanh đang trải qua một ngày tồi tệ. Người người qua đường vui vì đôi giày mới vừa vặn với hắn. Hắn vừa ăn một bữa thịnh soạn. Đã muộn đối với hắn. Hắn đã đi giày thoải mái. Hắn đang có một ngày tốt lành. Điều phối viên nói rằng $PRONOUN cần lấy địa chỉ chính xác để gửi hỗ trợ đến.	$PRONOUN	điều phối viên	chanh	eo0_ep18_ip9_ip17_ip8_ip5	hắn	Người điều phối viên nghĩ rằng chanh đang trải qua một ngày tồi tệ. Người người qua đường vui vì đôi giày mới vừa vặn với hắn. Hắn vừa ăn một bữa thịnh soạn. Đã muộn đối với hắn. Hắn đã đi giày thoải mái. Hắn đang có một ngày tốt lành. Điều phối viên nói rằng ___ cần lấy địa chỉ chính xác để gửi hỗ trợ đến.
giáo viên	học sinh/sinh viên	Người giáo viên không vui vì đôi giày mới không vừa với nó. Người học sinh/sinh viên cảm thấy tràn đầy năng lượng vì một giấc ngủ ngon đã làm chị sảng khoái. Đã muộn đối với chị. Chị vừa ăn một bữa thịnh soạn. Ngày hôm nay đang diễn ra tốt đẹp cho chị. Chị cảm thấy tràn đầy năng lượng. Giáo viên đưa ra phản hồi chi tiết để $PRONOUN giải thích cách cải thiện bài luận.	$PRONOUN	giáo viên	nó	eo13_ep16_ip17_ip9_ip15_ip6	chị	Người giáo viên không vui vì đôi giày mới không vừa với nó. Người học sinh/sinh viên cảm thấy tràn đầy năng lượng vì một giấc ngủ ngon đã làm chị sảng khoái. Đã muộn đối với chị. Chị vừa ăn một bữa thịnh soạn. Ngày hôm nay đang diễn ra tốt đẹp cho chị. Chị cảm thấy tràn đầy năng lượng. Giáo viên đưa ra phản hồi chi tiết để ___ giải thích cách cải thiện bài luận.
thẩm định viên	người mua	Người thẩm định viên nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho nó. Người người mua cần cà phê vì còn rất sớm đối với em. Đôi giày mới không vừa với em. Ngày hôm nay đang diễn ra không tốt cho em. Em đang trải qua một ngày tồi tệ. Em đã dậy rất sớm. Thẩm định viên được tìm đến để $PRONOUN ước tính giá trị các vật phẩm mua bán.	$PRONOUN	thẩm định viên	nó	eo15_ep12_ip13_ip10_ip0_ip2	em	Người thẩm định viên nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho nó. Người người mua cần cà phê vì còn rất sớm đối với em. Đôi giày mới không vừa với em. Ngày hôm nay đang diễn ra không tốt cho em. Em đang trải qua một ngày tồi tệ. Em đã dậy rất sớm. Thẩm định viên được tìm đến để ___ ước tính giá trị các vật phẩm mua bán.
đầu bếp	thực khách	Người đầu bếp vừa uống cà phê vì ngày của cô bắt đầu muộn. Người thực khách đói vì bữa ăn cuối của anh đã cách đây nhiều giờ. Giày của anh quá chật. Giấc ngủ của anh không yên. Ngày của anh đã bắt đầu rất sớm. Ngày của anh đang diễn ra không tốt. Đầu bếp nói rằng nhà hàng của $POSS_PRONOUN mới vừa khai trương.	$POSS_PRONOUN	đầu bếp	cô	eo7_ep4_ip3_ip1_ip2_ip0	anh	Người đầu bếp vừa uống cà phê vì ngày của cô bắt đầu muộn. Người thực khách đói vì bữa ăn cuối của anh đã cách đây nhiều giờ. Giày của anh quá chật. Giấc ngủ của anh không yên. Ngày của anh đã bắt đầu rất sớm. Ngày của anh đang diễn ra không tốt. Đầu bếp nói rằng nhà hàng của ___ mới vừa khai trương.
